gendered,neutral,difficulty
Todos los asistentes al curso recibirán un diploma,Cada asistente al curso recibirá un diploma,dificultades_variadas
Pasado el plazo las limpiadoras retirará todos los materiales,Pasado el plazo el personal de limpieza retirará todos los materiales,dificultades_variadas
Curso de idioma dirigidos a aquellos que quieran perfeccionar su segunda lengua,Curso de idioma dirigidos a quienes quieran perfeccionar su segunda lengua,dificultades_variadas
Cada ponente del congreso contará con una carpeta con materiales,Cada ponente del congreso contará con una carpeta con materiales,no_cambia
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por los expertos,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado,dificultades_variadas
Otro campo de acción importante fueron los hospitales privados donde se trabaja con los enfermeros codo con codo,Otro campo de acción importante fueron los hospitales privados donde se trabaja con el personal sanitario codo con codo,dificultades_variadas
los partidos funcionan únicamente como vehículo para que alguno pueda hacerse con el poder,los partidos funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder,dificultades_variadas
Mientras esté ingresado no debe tomar agua que no le sea suministrada por los especialistas en este caso,Mientras esté aquí no debe tomar agua que no le sea suministrada por el personal experto en este caso,dificultades_variadas
"los que necesiten ayuda , que acudan al mostrador","quienes necesiten ayuda , que acudan al mostrador",dificultades_variadas
los partidos funcionan únicamente como vehículo para que alguno pueda hacerse con el poder o mantenerlo,los partidos funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder o mantenerlo,dificultades_variadas
Todos los ponentes del curso contarán con una carpeta con materiales,Cada ponente del curso contará con una carpeta con materiales,dificultades_variadas
Tenemos que solventar los problemas que tiene el equipo promotor contratando personal con un perfil diferente para compensar los fallos,Tenemos que solventar los problemas que tiene el equipo promotor contratando personal con un perfil diferente para compensar los fallos,no_cambia
Estas herramientas permitirán que los administrativos trabajen con más eficacia y realicen sus actividades de manera más óptima,Estas herramientas permitirán que el personal administrativo trabaje con más eficacia y realice sus actividades de manera más óptima,dificultades_variadas
Estas herramientas permitirán que los administrativos trabajen con más rapidez y realicen sus actividades de manera más óptima,Estas herramientas permitirán que el personal administrativo trabaje con más rapidez y realice sus actividades de manera más óptima,dificultades_variadas
"Con demasiada frecuencia , los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder","Con demasiada frecuencia , los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder",dificultades_variadas
estudiantes declaran declara su conformidad con el procesamiento electrónico de sus datos personales.,estudiantes declaran declara su conformidad con el procesamiento electrónico de sus datos personales.,no_cambia
los equipos de futbol funcionan únicamente como vehículo para que alguno pueda hacerse con el control,los equipos de futbol funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control,dificultades_variadas
Durante su ingreso no debe tomar vitaminas que no le sean suministradas por los expertos en este caso,Durante su ingreso no debe tomar vitaminas que no le sean suministradas por el personal especializado en este caso,dificultades_variadas
Para ser catedrático se re quiere mucho esfuerzo,Para obtener una cátedra se requiere mucho esfuerzo,dificultades_variadas
los profesores,el profesorado,dificultades_variadas
alguno es el responsable del éxito del equipo.,cierta persona es la responsable del éxito del equipo.,dificultades_variadas
el profesorado,el profesorado,no_cambia
alguno es es responsable del éxito del equipo.,cierta persona es la responsable del éxito del equipo.,dificultades_variadas
las formadoras,el profesorado,dificultades_variadas
las profesoras,el profesorado,dificultades_variadas
Aún no existen estudios determinantes de por qué algunos tienen enfermedades crónicas,Aún no existen estudios determinantes de por qué ciertas personas tienen enfermedades crónicas,dificultades_variadas
Aún no existe una compresión cabal de por qué algunos tienen enfermedades crónicas,Aún no existe una compresión cabal de por qué ciertas personas tienen enfermedades crónicas,dificultades_variadas
Alguno quiere pasar a la pizarra,Alguien quiere pasar a la pizarra,dificultades_variadas
Aún no existe una compresión cabal de por qué algunos tienen intolerancias alimenticias,Aún no existe una compresión cabal de por qué ciertas personas tienen intolerancias alimenticias,dificultades_variadas
Aún no existe una compresión cabal de por qué algunos tienen enfermedades crónicas,Aún no existe una compresión cabal de por qué ciertas personas tienen enfermedades crónicas,dificultades_variadas
Aún no existe una compresión cabal de por qué algunas tienen reacciones alérgicas,Aún no existe una compresión cabal de por qué ciertas personas tienen reacciones alérgicas,dificultades_variadas
"Por ello , la beca podrá repartirse en su totalidad a los candidatos seleccionados en un único pago","Por ello , la beca podrá repartirse en su totalidad a las candidaturas seleccionadas en un único pago",dificultades_variadas
