gender_exclusive,gender_inclusive,sacrebleu,difficulty,origin
Los misioneros llevaron ayuda humanitaria a las comunidades necesitadas.,La misión llevó ayuda humanitaria a las comunidades necesitadas.,63.894310424627285,plural,GPT-3.5_CaDi
Los modelos desfilaron por la pasarela con elegancia.,Las y los modelos desfilaron por la pasarela con elegancia.,67.86502681586727,plural,GPT-3.5_CaDi
Los montañeros escalaron la cima más alta de la montaña.,Quienes practican montañismo escalaron la cima más alta de la montaña.,71.02992180127423,plural,GPT-3.5_CaDi
Los motociclistas recorrieron largas distancias en sus motos.,Las y los motociclistas recorrieron largas distancias en sus motos.,67.86502681586727,plural,GPT-3.5_CaDi
Los motoristas entregaron mercancías en las zonas rurales.,Las y los motoristas entregaron mercancías en las zonas rurales.,67.86502681586727,plural,GPT-3.5_CaDi
Los muchachos jugaron al fútbol en el parque.,La muchachada jugó al fútbol en el parque.,58.73949094699213,plural,GPT-3.5_CaDi
Los músicos interpretaron melodías en el concierto.,Las personas músicas interpretaron melodías en el concierto.,58.73949094699213,plural,GPT-3.5_CaDi
Los mutualistas se unieron para protegerse mutuamente.,Las y los mutualistas se unieron para protegerse mutuamente.,63.894310424627285,plural,GPT-3.5_CaDi
Los nacionales apoyaron a su equipo en el torneo internacional.,Las y los nacionales apoyaron a su equipo en el torneo internacional.,73.61703354503868,plural,GPT-3.5_CaDi
Los nadadores compitieron en la piscina por el primer puesto.,Nadadoras y nadadores compitieron en la piscina por el primer puesto.,80.70557274927978,plural,GPT-3.5_CaDi
Los narradores cautivaron al público con sus historias.,Quienes relatan cautivaron al público con sus historias.,72.59795291154772,plural,GPT-3.5_CaDi
Los naturópatas promovieron la salud natural con hierbas y remedios.,Las y los naturópatas promovieron la salud natural con hierbas y remedios.,73.61703354503868,plural,GPT-3.5_CaDi
Los montañeros disfrutaron de las vistas panorámicas desde la cima.,Quienes practican montañismo disfrutaron de las vistas panorámicas desde la cima.,71.02992180127423,plural,GPT-3.5_CaDi
Los motociclistas recorrieron las carreteras montañosas en sus motos.,Las y los motociclistas recorrieron las carreteras montañosas en sus motos.,71.02992180127423,plural,GPT-3.5_CaDi
Los motoristas entregaron mercancías en las zonas rurales.,Las y los motoristas entregaron mercancías en las zonas rurales.,67.86502681586727,plural,GPT-3.5_CaDi
Los muchachos jugaron fútbol en el campo de deportes.,La muchachada jugó fútbol en el campo de deportes.,63.894310424627285,plural,GPT-3.5_CaDi
Los músicos interpretaron hermosas melodías en el concierto.,Las personas músicas interpretaron hermosas melodías en el concierto.,63.894310424627285,plural,GPT-3.5_CaDi
Los mutualistas se unieron para protegerse mutuamente.,Las y los mutualistas se unieron para protegerse mutuamente.,63.894310424627285,plural,GPT-3.5_CaDi
Los nacionales apoyaron a su equipo en el campeonato.,Las y los nacionales apoyaron a su equipo en el campeonato.,71.02992180127423,plural,GPT-3.5_CaDi
Los nadadores compitieron en la piscina por el primer puesto.,Nadadoras y nadadores compitieron en la piscina por el primer puesto.,80.70557274927978,plural,GPT-3.5_CaDi
Los narradores cautivaron al público con sus historias.,Quienes relatan cautivaron al público con sus historias.,72.59795291154772,plural,GPT-3.5_CaDi
Los naturópatas promovieron la salud natural con hierbas y remedios.,Las y los naturópatas promovieron la salud natural con hierbas y remedios.,73.61703354503868,plural,GPT-3.5_CaDi
Los negociadores llegaron a un acuerdo satisfactorio para ambas partes.,La parte negociadora llegó a un acuerdo satisfactorio para ambas partes.,61.32297420585353,plural,GPT-3.5_CaDi
Los negociantes cerraron un importante trato comercial.,Quienes negocian cerraron un importante trato comercial.,68.037493331712,plural,GPT-3.5_CaDi
Los neumólogos se especializaron en el tratamiento de enfermedades pulmonares.,El personal de neumología se especializó en el tratamiento de enfermedades pulmonares.,48.63383168079944,plural,GPT-3.5_CaDi
Los niños jugaron en el parque hasta la puesta del sol.,Las criaturas jugaron en el parque hasta la puesta del sol.,80.70557274927978,plural,GPT-3.5_CaDi
Los nominados fueron anunciados para los premios de la academia.,Las personas nominadas fueron anunciadas para los premios de la academia.,53.3167536340577,plural,GPT-3.5_CaDi
Los notarios certificaron la autenticidad de los documentos.,La notaría certificó la autenticidad de los documentos.,58.73949094699213,plural,GPT-3.5_CaDi
Los novelistas escribieron historias emocionantes que atraparon a los lectores.,Las y los novelistas escribieron historias emocionantes que atraparon a los lectores.,73.61703354503868,plural,GPT-3.5_CaDi
Los nutricionistas brindaron consejos para llevar una dieta saludable.,Las y los especialistas en nutrición brindaron consejos para llevar una dieta saludable.,51.424016050282646,plural,GPT-3.5_CaDi
Los obreros construyeron el nuevo edificio en tiempo récord.,El personal obrero construyó el nuevo edificio en tiempo récord.,57.067457770559976,plural,GPT-3.5_CaDi
Los observadores presenciaron el eclipse desde sus telescopios.,Observadoras y observadores presenciaron el eclipse desde sus telescopios.,75.98356856515926,plural,GPT-3.5_CaDi
Los obstetras asistieron en el parto de un nuevo bebé.,Las y los obstetras asistieron en el parto de un nuevo bebé.,73.61703354503868,plural,GPT-3.5_CaDi
Los oligarcas poseían grandes riquezas y poder político.,La oligarquía poseía grandes riquezas y poder político.,58.73949094699213,plural,GPT-3.5_CaDi
Los operarios trabajaron en la línea de producción de la fábrica.,Las operarias y operarios trabajaron en la línea de producción de la fábrica.,75.77395672414198,plural,GPT-3.5_CaDi
Los opositores manifestaron su desacuerdo con la nueva política.,La oposición manifestó su desacuerdo con la nueva política.,63.894310424627285,plural,GPT-3.5_CaDi
Los oradores hablaron con elocuencia en el debate político.,Oradoras y oradores hablaron con elocuencia en el debate político.,78.60753021519788,plural,GPT-3.5_CaDi
Los ordenanzas llevaron los documentos al despacho del director.,Las y los ordenanzas llevaron los documentos al despacho del director.,71.02992180127423,plural,GPT-3.5_CaDi
Los orfebres crearon joyas exquisitas con meticulosidad y destreza.,La orfebrería creó joyas exquisitas con meticulosidad y destreza.,63.894310424627285,plural,GPT-3.5_CaDi
Los organistas interpretaron música sacra en la iglesia con maestría.,Las y los organistas interpretaron música sacra en la iglesia con maestría.,73.61703354503868,plural,GPT-3.5_CaDi
Los observadores presenciaron el evento desde las gradas.,Observadoras y observadores presenciaron el evento desde las gradas.,75.98356856515926,plural,GPT-3.5_CaDi
Los obstetras asistieron en el parto de una nueva vida.,Las y los obstetras asistieron en el parto de una nueva vida.,73.61703354503868,plural,GPT-3.5_CaDi
Los oligarcas poseían grandes riquezas y poder político.,La oligarquía poseía grandes riquezas y poder político.,58.73949094699213,plural,GPT-3.5_CaDi
Los opositores manifestaron su desacuerdo con la nueva ley.,La oposición expresó su desacuerdo con la nueva ley.,63.894310424627285,plural,GPT-3.5_CaDi
Los oradores hablaron con elocuencia durante el debate político.,Oradoras y oradores expusieron sus argumentos con elocuencia durante el debate político.,48.63383168079944,plural,GPT-3.5_CaDi
Los ordenanzas llevaron los documentos al despacho del director.,Las y los ordenanzas llevaron los documentos al despacho del director.,71.02992180127423,plural,GPT-3.5_CaDi
Los orfebres crearon joyas exquisitas con habilidad y destreza.,La orfebrería produjo joyas exquisitas con habilidad y destreza.,63.894310424627285,plural,GPT-3.5_CaDi
Los organistas interpretaron música sagrada en la ceremonia religiosa.,Las y los organistas interpretaron música sagrada en la ceremonia religiosa.,71.02992180127423,plural,GPT-3.5_CaDi
Los oyentes disfrutaron de la música en el concierto.,La audiencia disfrutó de la música en el concierto.,63.894310424627285,plural,GPT-3.5_CaDi
Los padres acompañaron a sus hijos en el primer día de clases.,Los padres y las madres acompañaron a sus hijos en el primer día de clases.,69.67812829199794,plural,GPT-3.5_CaDi
Los panaderos horneaban pan fresco todas las mañanas.,Panaderas y panaderos horneaban pan fresco todas las mañanas.,75.98356856515926,plural,GPT-3.5_CaDi
Los parientes se reunieron para celebrar una ocasión especial.,Las y los familiares se reunieron para celebrar una ocasión especial.,61.32297420585353,plural,GPT-3.5_CaDi
Los participantes compitieron en el torneo de ajedrez.,Las personas participantes compitieron en el torneo de ajedrez.,75.98356856515926,plural,GPT-3.5_CaDi
Los pasteleros decoraron una hermosa tarta de cumpleaños.,El personal de pastelería decoró una hermosa tarta de cumpleaños.,46.17366309441026,plural,GPT-3.5_CaDi
Los pastores cuidaron del rebaño en las colinas.,El pastoreo consistió en cuidar del rebaño en las colinas.,46.17366309441026,plural,GPT-3.5_CaDi
Los patrocinadores contribuyeron económicamente al evento deportivo.,Las entidades patrocinadoras contribuyeron económicamente al evento deportivo.,58.73949094699213,plural,GPT-3.5_CaDi
Los patronos dirigieron la empresa con sabiduría y visión.,La patronal dirigía la empresa con sabiduría y visión.,63.894310424627285,plural,GPT-3.5_CaDi
Los payasos hicieron reír a los niños en la fiesta de cumpleaños.,Payasas y payasos hicieron reír a los niños en la fiesta de cumpleaños.,83.85766789076253,plural,GPT-3.5_CaDi
Los peatones cruzaron la calle por el paso de peatones.,Peatonas y peatones cruzaron la calle por el paso de peatones.,80.70557274927978,plural,GPT-3.5_CaDi
Los pediatras cuidaron de la salud de los niños en el hospital.,Las y los pediatras cuidaron de la salud de los niños en el hospital.,77.60114635728617,plural,GPT-3.5_CaDi
Los peleteros confeccionaron abrigos de piel de alta calidad.,El sector peletero confeccionó abrigos de piel de alta calidad.,57.067457770559976,plural,GPT-3.5_CaDi
Los pensionistas disfrutaron de su jubilación viajando por el mundo.,Las y los pensionistas disfrutaron de su jubilación viajando por el mundo.,73.61703354503868,plural,GPT-3.5_CaDi
Los percusionistas marcaron el ritmo en la banda de música.,La percusión marcó el ritmo en la banda de música.,67.86502681586727,plural,GPT-3.5_CaDi
Los perdedores aceptaron la derrota con dignidad y deportividad.,Perdedoras y perdedores aceptaron la derrota con dignidad y deportividad.,78.60753021519788,plural,GPT-3.5_CaDi
Los periodistas cubrieron la noticia en vivo desde el lugar del suceso.,La prensa cubrió la noticia en vivo desde el lugar del suceso.,73.61703354503868,plural,GPT-3.5_CaDi
Los pescadores zarparon al mar en busca de una buena pesca.,El sector de la pesca se preparaba para zarpar al mar en busca de una buena pesca.,45.04662722983341,plural,GPT-3.5_CaDi
Los pianistas interpretaron piezas clásicas en el recital de piano.,Las y los pianistas interpretaron piezas clásicas en el recital de piano.,73.61703354503868,plural,GPT-3.5_CaDi
Los peatones cruzaron la calle por el paso de peatones.,Las personas peatonas y peatones cruzaron la calle por el paso de peatones.,67.67781116542882,plural,GPT-3.5_CaDi
Los pediatras cuidaron de la salud de los niños en la clínica.,Las y los pediatras cuidaron de la salud infantil en la clínica.,49.73567356124545,plural,GPT-3.5_CaDi
Los peleteros confeccionaron abrigos de piel para el invierno.,"En el sector peletero, se confeccionaron abrigos de piel para el invierno.",51.424016050282646,plural,GPT-3.5_CaDi
Los pensionistas disfrutaron de su jubilación viajando por el mundo.,Las y los pensionistas disfrutaron de su jubilación viajando por el mundo.,73.61703354503868,plural,GPT-3.5_CaDi
Los percusionistas marcaron el ritmo en la banda de música.,La percusión marcó el ritmo en la banda de música.,67.86502681586727,plural,GPT-3.5_CaDi
Los perdedores aceptaron la derrota con dignidad y deportividad.,Las personas perdedoras y perdedores aceptaron la derrota con dignidad y deportividad.,64.79121525090147,plural,GPT-3.5_CaDi
Los periodistas investigaron a fondo el caso para su reportaje.,La prensa investigó a fondo el caso para su reportaje.,67.86502681586727,plural,GPT-3.5_CaDi
Los pescadores zarparon temprano en busca de una buena pesca.,"En el sector de la pesca, los pescadores zarparon temprano en busca de una buena pesca.",51.18285025257892,plural,GPT-3.5_CaDi
Los pianistas interpretaron hermosas sonatas en el concierto.,Las y los pianistas interpretaron hermosas sonatas en el concierto.,67.86502681586727,plural,GPT-3.5_CaDi
Los pilotos dirigieron el avión hacia su destino con destreza.,Quienes pilotan dirigieron el avión hacia su destino con destreza.,78.60753021519788,plural,GPT-3.5_CaDi
Los pinches prepararon deliciosos platillos en la cocina del restaurante.,Las y los pinches prepararon deliciosos platillos en la cocina del restaurante.,73.61703354503868,plural,GPT-3.5_CaDi
Los pintores plasmaron su arte en un lienzo en blanco.,Los y las artistas de la pintura plasmaron su arte en un lienzo en blanco.,52.664038784792666,plural,GPT-3.5_CaDi
Los piratas surcaron los mares en busca de tesoros.,La piratería surcó los mares en busca de tesoros.,63.894310424627285,plural,GPT-3.5_CaDi
Los plebeyos vivían en las afueras del castillo.,La plebe vivía en las afueras del castillo.,58.73949094699213,plural,GPT-3.5_CaDi
Los plusmarquistas establecieron nuevos récords en la competición.,Las y los plusmarquistas establecieron nuevos récords en la competición.,67.86502681586727,plural,GPT-3.5_CaDi
Los pobladores disfrutaron de la tranquilidad del pueblo.,La población disfrutó de la tranquilidad del pueblo.,58.73949094699213,plural,GPT-3.5_CaDi
Los poderdantes otorgaron poder a sus representantes legales.,Las y los poderhabientes otorgaron poder a sus representantes legales.,57.067457770559976,plural,GPT-3.5_CaDi
Los podólogos trataron los problemas de los pies de sus pacientes.,Las y los profesionales de la podología trataron los problemas de los pies de sus pacientes.,54.50176720923848,plural,GPT-3.5_CaDi
Los poetas recitaban versos llenos de pasión en el café literario.,Quienes escriben poesía recitaban versos llenos de pasión en el café literario.,73.61703354503868,plural,GPT-3.5_CaDi
Los policías patrullaban las calles para mantener el orden.,La policía patrulló las calles para mantener el orden.,63.894310424627285,plural,GPT-3.5_CaDi
Los políticos debatían sobre el futuro del país en el congreso.,La clase política debatió sobre el futuro del país en el congreso.,64.79121525090147,plural,GPT-3.5_CaDi
Los portavoces expresaron la postura oficial del partido político.,La portavocía expresó la postura oficial del partido político.,63.894310424627285,plural,GPT-3.5_CaDi
Los postulantes se presentaron a la entrevista de trabajo con entusiasmo.,Las personas postulantes se presentaron a la entrevista de trabajo con entusiasmo.,82.42367502646057,plural,GPT-3.5_CaDi
Los predicadores difundían la palabra de Dios en la comunidad.,La predicación difundió la palabra de Dios en la comunidad.,67.86502681586727,plural,GPT-3.5_CaDi
Los pregoneros anunciaban las noticias en las calles del pueblo.,Quienes pregonan anunciaron las noticias en las calles del pueblo.,67.86502681586727,plural,GPT-3.5_CaDi
Los premiados subieron al escenario para recibir su reconocimiento.,Los premiados y premiadas subieron al escenario para recibir su reconocimiento.,67.0422683816333,plural,GPT-3.5_CaDi
Los presentadores animaron el programa de televisión con su carisma.,Quienes presentan animaron el programa de televisión con su carisma.,78.60753021519788,plural,GPT-3.5_CaDi
Los presidentes dirigieron el país con responsabilidad y liderazgo.,La presidencia dirigió el país con responsabilidad y liderazgo.,63.894310424627285,plural,GPT-3.5_CaDi
Los prestamistas otorgaron créditos a quienes lo necesitaban.,Las y los prestamistas otorgaron créditos a quienes lo necesitaban.,67.86502681586727,plural,GPT-3.5_CaDi
Los políticos debatieron sobre la reforma fiscal en el congreso.,La clase política debatió sobre la reforma fiscal en el congreso.,61.32297420585353,plural,GPT-3.5_CaDi
Los portavoces expresaron la postura oficial del partido político.,La portavocía expresó la postura oficial del partido político.,63.894310424627285,plural,GPT-3.5_CaDi
Los postulantes se prepararon para la entrevista de trabajo con entusiasmo.,Las personas postulantes se prepararon para la entrevista de trabajo con entusiasmo.,82.42367502646057,plural,GPT-3.5_CaDi
Los predicadores difundieron la palabra de Dios en la comunidad.,La predicación difundió la palabra de Dios en la comunidad.,67.86502681586727,plural,GPT-3.5_CaDi
Los pregoneros anunciaron las noticias en las calles del pueblo.,Quienes pregonan anunciaron las noticias en las calles del pueblo.,78.60753021519788,plural,GPT-3.5_CaDi
Los premiados recibieron reconocimiento por su talento en la ceremonia.,Los premiados y premiadas recibieron reconocimiento por su talento en la ceremonia.,70.16035864257111,plural,GPT-3.5_CaDi
Los presentadores animaron el programa de televisión con su carisma.,Quienes presentan animaron el programa de televisión con su carisma.,78.60753021519788,plural,GPT-3.5_CaDi
Los presidentes dirigieron el país con liderazgo y responsabilidad.,La presidencia dirigió el país con liderazgo y responsabilidad.,63.894310424627285,plural,GPT-3.5_CaDi
Los prestamistas otorgaron créditos a quienes lo necesitaban.,Las y los prestamistas otorgaron créditos a quienes lo necesitaban.,67.86502681586727,plural,GPT-3.5_CaDi
Los procuradores presentaron pruebas contundentes durante el juicio.,La procuraduría presentó pruebas contundentes durante el juicio.,58.73949094699213,plural,GPT-3.5_CaDi
Los productores filmaron la película en locaciones exóticas.,La producción filmó la película en locaciones exóticas.,58.73949094699213,plural,GPT-3.5_CaDi
Los profesionales destacaron en sus respectivos campos laborales.,El cuerpo de profesionales destacó en sus respectivos campos laborales.,47.987820666906636,plural,GPT-3.5_CaDi
Los profesionistas se mantuvieron actualizados con cursos de formación.,El cuerpo profesional se mantuvo actualizado con cursos de formación.,36.72056269893593,plural,GPT-3.5_CaDi
Los profesores impartieron conocimientos a sus alumnos con dedicación.,El profesorado impartió conocimientos a sus alumnos con dedicación.,63.894310424627285,plural,GPT-3.5_CaDi
Los programadores desarrollaron una nueva aplicación informática.,Las personas de programación desarrollaron una nueva aplicación informática.,51.697315395717055,plural,GPT-3.5_CaDi
Los prologuistas redactaron el prólogo del libro con maestría.,Quienes prologan redactaron el prólogo del libro con maestría.,75.98356856515926,plural,GPT-3.5_CaDi
Los promotores organizaron un concierto benéfico para recaudar fondos.,Las personas promotoras organizaron un concierto benéfico para recaudar fondos.,67.86502681586727,plural,GPT-3.5_CaDi
Los protésicos fabricaron prótesis personalizadas para sus pacientes.,Las y los especialistas en prótesis fabricaron prótesis personalizadas para sus pacientes.,47.037095938668976,plural,GPT-3.5_CaDi
Los proveedores suministraron los materiales necesarios para la construcción.,Quienes proveen suministraron los materiales necesarios para la construcción.,75.98356856515926,plural,GPT-3.5_CaDi
Los psicólogos brindaron terapia a personas con problemas mentales.,La psicología brindó terapia a personas con problemas mentales.,63.894310424627285,plural,GPT-3.5_CaDi
Los psicópatas representaron un peligro para la sociedad.,Las y los psicópatas representaron un peligro para la sociedad.,67.86502681586727,plural,GPT-3.5_CaDi
Los publicistas crearon campañas publicitarias creativas y efectivas.,El personal de publicidad creó campañas publicitarias creativas y efectivas.,46.17366309441026,plural,GPT-3.5_CaDi
Los púgiles se prepararon para el combate en el ring.,Las y los púgiles se prepararon para el combate en el ring.,73.61703354503868,plural,GPT-3.5_CaDi
Los protésicos fabricaron una prótesis a medida para el paciente.,Las y los especialistas en prótesis fabricaron una prótesis a medida para el paciente.,55.12003357447271,plural,GPT-3.5_CaDi
Los proveedores suministraron los materiales necesarios para la construcción.,Quienes proveen suministraron los materiales necesarios para la construcción.,75.98356856515926,plural,GPT-3.5_CaDi
Los psicólogos brindaron terapia a personas con problemas emocionales.,La psicología brindó terapia a personas con problemas emocionales.,63.894310424627285,plural,GPT-3.5_CaDi
Los psicópatas representaban un peligro para la sociedad.,Las y los psicópatas representaban un peligro para la sociedad.,67.86502681586727,plural,GPT-3.5_CaDi
Los psiquiatras diagnosticaron y trataron trastornos mentales en sus pacientes.,El gremio de psiquiatras diagnosticó y trató trastornos mentales en sus pacientes.,40.89601472043678,plural,GPT-3.5_CaDi
Los publicistas crearon campañas publicitarias innovadoras y efectivas.,El personal de publicidad creó campañas publicitarias innovadoras y efectivas.,46.17366309441026,plural,GPT-3.5_CaDi
Los púgiles se entrenaron duro para la próxima pelea.,Las y los púgiles se entrenaron duro para la próxima pelea.,71.02992180127423,plural,GPT-3.5_CaDi
Los que trabajan en el sector de los quioscos vendieron revistas y periódicos.,Quien trabaja en el sector de los quioscos vendió revistas y periódicos.,53.5536059195526,plural,GPT-3.5_CaDi
Los quiromantes leyeron las líneas de la mano para predecir el futuro.,La quiromancia leyó las líneas de la mano para predecir el futuro.,73.61703354503868,plural,GPT-3.5_CaDi
Los quiroprácticos ajustaron la columna vertebral para aliviar el dolor.,Las y los especialistas en quiropráctica ajustaron la columna vertebral para aliviar el dolor.,55.12003357447271,plural,GPT-3.5_CaDi
Los radicales promovieron cambios sociales a través de protestas pacíficas.,Las personas radicales promovieron cambios sociales a través de protestas pacíficas.,80.70557274927978,plural,GPT-3.5_CaDi
Los radiestesistas utilizaron péndulos para encontrar agua subterránea.,Las y los radiestesistas utilizaron péndulos para encontrar agua subterránea.,67.86502681586727,plural,GPT-3.5_CaDi
Los recepcionistas dieron la bienvenida a los visitantes en el hotel.,La recepción dio la bienvenida a los visitantes en el hotel.,71.02992180127423,plural,GPT-3.5_CaDi
Los recitadores interpretaron poemas clásicos con pasión en el escenario.,Recitadoras y recitadores interpretaron poemas clásicos con pasión en el escenario.,80.70557274927978,plural,GPT-3.5_CaDi
Los recolectores recogieron la cosecha de frutas en el huerto.,Recolectoras y recolectores recogieron la cosecha de frutas en el huerto.,80.70557274927978,plural,GPT-3.5_CaDi
Los rectores dirigieron la universidad con visión y liderazgo.,La rectoría dirigió la universidad con visión y liderazgo.,63.894310424627285,plural,GPT-3.5_CaDi
Los redactores redactaron artículos para el periódico.,La redacción redactó artículos para el periódico.,51.69731539571708,plural,GPT-3.5_CaDi
Los refugiados encontraron seguridad y esperanza en su nuevo país.,Las personas refugiadas encontraron seguridad y esperanza en su nuevo país.,71.02992180127423,plural,GPT-3.5_CaDi
Los regatistas compitieron en una emocionante regata en el mar.,Las y los participantes en la regata compitieron en una emocionante carrera en el mar.,31.535540524901325,plural,GPT-3.5_CaDi
Los relaciones públicas gestionaron la imagen corporativa de la empresa.,El personal de relaciones públicas gestionó la imagen corporativa de la empresa.,52.055103630534376,plural,GPT-3.5_CaDi
Los relatores narraron los eventos deportivos en vivo por televisión.,Relatoras y relatores narraron los eventos deportivos en vivo por televisión.,80.70557274927978,plural,GPT-3.5_CaDi
Los relojeros repararon relojes antiguos con habilidad y precisión.,Las y los especialistas en relojería repararon relojes antiguos con habilidad y precisión.,51.424016050282646,plural,GPT-3.5_CaDi
Los rentistas recibieron ingresos pasivos de sus inversiones.,Las y los rentistas recibieron ingresos pasivos de sus inversiones.,67.86502681586727,plural,GPT-3.5_CaDi
Los repartidores entregaron paquetes a domicilio de manera puntual.,Las personas del reparto entregaron paquetes a domicilio de manera puntual.,61.32297420585353,plural,GPT-3.5_CaDi
Los reponedores reabastecieron las estanterías del supermercado.,Quienes reponen reabastecieron las estanterías del supermercado.,68.037493331712,plural,GPT-3.5_CaDi
Los representantes defendieron los intereses de sus clientes en la corte.,La representación defendió los intereses de sus clientes en la corte.,71.02992180127423,plural,GPT-3.5_CaDi
Los reseñadores escribieron críticas detalladas sobre libros y películas.,La reseña escribió críticas detalladas sobre libros y películas.,63.894310424627285,plural,GPT-3.5_CaDi
Los regatistas compitieron en una emocionante carrera en el mar.,Las y los participantes en la regata compitieron en una emocionante carrera en el mar.,51.29497107827518,plural,GPT-3.5_CaDi
Los relaciones públicas gestionaron la imagen corporativa de la empresa.,El personal de relaciones públicas gestionó la imagen corporativa de la empresa.,52.055103630534376,plural,GPT-3.5_CaDi
Los relatores narraron los eventos deportivos en vivo por televisión.,Relatoras y relatores narraron los eventos deportivos en vivo por televisión.,80.70557274927978,plural,GPT-3.5_CaDi
Los relojeros repararon relojes antiguos con habilidad y precisión.,Las y los especialistas en relojería repararon relojes antiguos con habilidad y precisión.,51.424016050282646,plural,GPT-3.5_CaDi
Los rentistas recibieron ingresos pasivos de sus inversiones.,Las y los rentistas recibieron ingresos pasivos de sus inversiones.,67.86502681586727,plural,GPT-3.5_CaDi
Los repartidores entregaron paquetes a domicilio de manera puntual.,Las personas del reparto entregaron paquetes a domicilio de manera puntual.,61.32297420585353,plural,GPT-3.5_CaDi
Los reponedores reabastecieron las estanterías del supermercado.,Quienes reponen reabastecieron las estanterías del supermercado.,68.037493331712,plural,GPT-3.5_CaDi
Los representantes defendieron los intereses de sus clientes en la corte.,La representación defendió los intereses de sus clientes en la corte.,71.02992180127423,plural,GPT-3.5_CaDi
Los reseñadores escribieron críticas detalladas sobre libros y películas.,La reseña escribió críticas detalladas sobre libros y películas.,63.894310424627285,plural,GPT-3.5_CaDi
Los residentes disfrutaron de una tranquila vida en su vecindario.,Quienes residen disfrutaron de una tranquila vida en su vecindario.,78.60753021519788,plural,GPT-3.5_CaDi
Los responsables se aseguraron de que todo estuviera en orden.,Las personas responsables se aseguraron de que todo estuviera en orden.,80.70557274927978,plural,GPT-3.5_CaDi
Los restauradores devolvieron el esplendor a la obra de arte antigua.,El personal de restauración devolvió el esplendor a la obra de arte antigua.,59.5640359271809,plural,GPT-3.5_CaDi
Los reyes gobernaron con sabiduría y justicia.,La monarquía gobernó con sabiduría y justicia.,51.69731539571708,plural,GPT-3.5_CaDi
Los rivales compitieron ferozmente por el título.,Las y los rivales compitieron ferozmente por el título.,63.894310424627285,plural,GPT-3.5_CaDi
Los roqueros cautivaron al público con su música enérgica.,Artistas del rock cautivaron al público con su música enérgica.,67.86502681586727,plural,GPT-3.5_CaDi
Los sastres confeccionaron trajes a medida para sus clientes.,El personal de sastrería confeccionó trajes a medida para sus clientes.,51.56626918239821,plural,GPT-3.5_CaDi
Los senadores debatieron sobre leyes importantes en el congreso.,El Senado debatió sobre leyes importantes en el congreso.,63.894310424627285,plural,GPT-3.5_CaDi
Los senderistas exploraron senderos naturales en las montañas.,Las y los practicantes de senderismo exploraron senderos naturales en las montañas.,47.037095938668976,plural,GPT-3.5_CaDi
Los señores fueron invitados a una elegante cena en el castillo.,La señora y el señor fueron invitados a una elegante cena en el castillo.,62.628449627654696,plural,GPT-3.5_CaDi
Los serigrafistas imprimieron camisetas con diseños personalizados.,Las y los profesionales de la serigrafía imprimieron camisetas con diseños personalizados.,38.058030016749456,plural,GPT-3.5_CaDi
Los sexólogos brindaron asesoramiento sobre salud sexual a sus pacientes.,Las y los especialistas en sexología brindaron asesoramiento sobre salud sexual a sus pacientes.,55.12003357447271,plural,GPT-3.5_CaDi
Los simpatizantes apoyaron fervientemente a su candidato favorito.,Quienes simpatizan apoyaron fervientemente a su candidato favorito.,72.59795291154772,plural,GPT-3.5_CaDi
Los sindicalistas lucharon por los derechos de los trabajadores.,El sindicalismo luchó por los derechos de los trabajadores.,63.894310424627285,plural,GPT-3.5_CaDi
Los sirvientes atendieron con diligencia a sus amos.,El servicio atendió con diligencia a sus usuarios.,31.55984539112945,plural,GPT-3.5_CaDi
Los sobrevivientes superaron grandes desafíos para seguir adelante.,Las personas sobrevivientes superaron grandes desafíos para seguir adelante.,75.98356856515926,plural,GPT-3.5_CaDi
Los socialistas abogaron por políticas de igualdad y justicia social.,El socialismo abogó por políticas de igualdad y justicia social.,67.86502681586727,plural,GPT-3.5_CaDi
Los sociólogos analizaron las tendencias sociales en la sociedad moderna.,Sociólogas y sociólogos analizaron las tendencias sociales en la sociedad moderna.,80.70557274927978,plural,GPT-3.5_CaDi
Los socios colaboraron estrechamente en el proyecto conjunto.,Las personas asociadas colaboraron estrechamente en el proyecto conjunto.,63.894310424627285,plural,GPT-3.5_CaDi
Los socorristas salvaron vidas en situaciones de emergencia.,El personal de socorrismo salvó vidas en situaciones de emergencia.,46.17366309441026,plural,GPT-3.5_CaDi
Los serigrafistas imprimieron camisetas con diseños personalizados.,Las y los profesionales de la serigrafía imprimieron camisetas con diseños personalizados.,38.058030016749456,plural,GPT-3.5_CaDi
Los sexólogos ofrecieron orientación sobre salud sexual a sus pacientes.,Las y los especialistas en sexología ofrecieron orientación sobre salud sexual a sus pacientes.,55.12003357447271,plural,GPT-3.5_CaDi
Los simpatizantes apoyaron fervientemente a su partido político.,Quienes simpatizan apoyaron fervientemente a su partido político.,72.59795291154772,plural,GPT-3.5_CaDi
Los sindicalistas lucharon por los derechos laborales de los trabajadores.,El sindicalismo luchó por los derechos laborales de los trabajadores.,67.86502681586727,plural,GPT-3.5_CaDi
Los sobrevivientes superaron grandes desafíos para reconstruir sus vidas.,Las personas sobrevivientes superaron grandes desafíos para reconstruir sus vidas.,78.60753021519788,plural,GPT-3.5_CaDi
Los socialistas abogaron por políticas de igualdad y justicia social.,El socialismo abogó por políticas de igualdad y justicia social.,67.86502681586727,plural,GPT-3.5_CaDi
