gendered,neutral,difficulty
Los docentes Alejandro y Manuel impartirán la asignatura de Educación Física.,Los docentes Alejandro y Manuel impartirán la asignatura de Educación Física.,
"Debido a esto , la cuantía económica estipulada se repartirá totalmente a las candidatas seleccionadas tras acabar la prueba","Debido a esto , la cuantía económica estipulada se repartirá totalmente a las candidaturas seleccionadas tras acabar la prueba",
"En consecuencia , la cuantía económica estipulada podrá asignarse a los candidatos seleccionados en una ceremonia","En consecuencia , la cuantía económica estipulada podrá asignarse a las candidaturas seleccionadas en una ceremonia",
La normativa se dirige a los voluntarios y les explicaba los detalles del proceso,La normativa se dirige al voluntariado y les explicaba los detalles del proceso,
las firmantes acuerdan respetar las condiciones del contrato,quienes firman acuerdan respetar las condiciones del contrato,
"Además , cada asignatura tiene su propia aula virtual con materiales complementarios , actividades , herramientas de auto-evaluación , foros y chats , para que el alumno pueda comunicarse con el equipo docente , los/las tutores/as y los/las compañeros/as.","Además , cada asignatura tiene su propia aula virtual con materiales complementarios , actividades , herramientas de auto-evaluación , foros y chats , para que el alumnado pueda comunicarse con el equipo docente , los/las tutores/as y los/las compañeros/as.",
"Certificación del Acta de fundación , con firmas autógrafas de asistentes o de quienes firmen por ellos y la anotación de sus respectivas tarjetas de identidad","Certificación del Acta de fundación , con firmas autógrafas de asistentes o de quienes firmen por ellos y la anotación de sus respectivas tarjetas de identidad",
Se contó con la presencia de unos veintitrés participantes,Se contó con la presencia de veintitrés participantes,
Las profesoras Lucía y Sofía impartirán la asignatura de Conocimiento del Medio.,Las profesoras Lucía y Sofía impartirán la asignatura de Conocimiento del Medio.,
Asistieron unos veintitrés participantes,Asistieron al rededor de veintitrés participantes,
Cada asistente al curso contará con un diploma,Cada asistente al curso contará con un diploma,
Aún no se han finalizado estudios determinantes del motivo por el cual algunos tienen intolerancias alimenticias,Aún no se han finalizado estudios determinantes del motivo por el cual ciertas personas tienen intolerancias alimenticias,
Me gusta que seáis vosotros quienes a veces me recite algo,Me gusta que alguna persona a veces me recite algo,
Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de insulina o de los demás medicamentos que consumes de manera habitual,Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de insulina o del resto medicamentos que consumes de manera habitual,
así eran los modos de vida de nuestros antepasados,así eran los modos de vida de nuestros ancestros,
Se debe escuchar la opinión de las usuarias de la aplicación,Se debe escuchar la opinión de quienes usan la aplicación,
Los docentes Martín y Lucas impartirán el temario de Educación Física.,Los docentes Martín y Lucas impartirán el temario de Educación Física.,
ninguno entra por la puerta,nadie entra por la puerta,
La iniciativa tiene como objetivo llegar a los estudiantes de la Universidad de Granada,La iniciativa tiene como objetivo llegar a estudiantes de la Universidad de Granada,
Los profesores Fernando y Javier impartirán el temario de Educación Física.,Los profesores Fernando y Javier impartirán el temario de Educación Física.,
Los docentes Fernando y Javier impartirán la asignatura de Ciencias de la Tierra.,Los docentes Fernando y Javier impartirán la asignatura de Ciencias de la Tierra.,
Los docentes Adolfo y Germán impartirán el temario de Lengua Castellana.,Los docentes Adolfo y Germán impartirán el temario de Lengua Castellana.,
Los profesores Fernando y Javier impartirán la asignatura de Dibujo Técnico.,Los profesores Fernando y Javier impartirán la asignatura de Dibujo Técnico.,
el autor de este texto es Jane Austen,la autoría de este texto es Jane Austen,
Los docentes Martín y Lucas impartirán la asignatura de Educación Física.,Los docentes Martín y Lucas impartirán la asignatura de Educación Física.,
El tiempo que esté aquí no debe tomar agua que no le sea suministrada por los especialistas de nuestro centro,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por el personal experto de nuestro centro,
Los profesores Hugo y Mateo impartirán la asignatura de Ciencias de la Tierra.,Los profesores Hugo y Mateo impartirán la asignatura de Ciencias de la Tierra.,
El tiempo que esté aquí no debe tomar ninguna medicación que no le sea suministrada por los especializados de nuestro centro,El tiempo que esté aquí no debe tomar ninguna medicación que no le sea suministrada por el personal experto de nuestro centro,
"No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la interesada","No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada",
Los docentes Adolfo y Germán impartirán el temario de Conocimiento del Medio.,Los docentes Adolfo y Germán impartirán el temario de Conocimiento del Medio.,
Los formadores Martín y Lucas impartirán la asignatura de Conocimiento del Medio.,Los formadores Martín y Lucas impartirán la asignatura de Conocimiento del Medio.,
Se entrevistará a los maestros por orden de entrega.,Se entrevistará al profesorado por orden de entrega.,
Los docentes Leo y Daniel impartirán la asignatura de Lengua Castellana.,Los docentes Leo y Daniel impartirán la asignatura de Lengua Castellana.,
Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que tienes prescritos,Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que tienes prescritos,
Siempre dicen que son muy sabias,Siempre dicen que son muy inteligentes,
"No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto","No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto",
Participaron unos ciento cincuenta participantes,Participaron al rededor de ciento cincuenta participantes,
Se presta apoyo a los estudiantes con discapacidad,Se presta apoyo a estudiantes con discapacidad,
la autoría de esta novela es Rosalía de Castro,la autoría de esta novela es Rosalía de Castro,
Se debería proteger eficazmente a los trabajadores de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger eficazmente al equipo de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,
Mientras esté ingresado no debe tomar ninguna medicación que no le sea suministrada por los especialistas en su cirugía,Mientras esté ingresado no debe tomar ninguna medicación que no le sea suministrada por el personal experto en su cirugía,
"Buenas tardes a todos , rogamos estén presentes","Buenas tardes , rogamos estén presentes",
"No obstante , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación sustancial de su información sobre el evento.","No obstante , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación sustancial de su información sobre el evento.",
"Sin embargo , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización del interesado bajo ningún concepto","Sin embargo , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la persona interesada bajo ningún concepto",
La normativa se dirige a los voluntarios y les explicaba sus nuevas responsabilidades,La normativa se dirige al voluntariado y les explicaba sus nuevas responsabilidades,
"No obstante , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación determinante de su situación jurídica.","No obstante , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación determinante de su situación jurídica.",
Hazte socia y recibirás un pack de bienvenida.,Asóciate y recibirás un pack de bienvenida.,
Te animamos a participar como candidata antes del 20 de marzo de este año.,Te animamos a presentar tu candidatura antes del 20 de marzo de este año.,
Habla con tu médico de cabecera para averiguar si necesitas que se modifique tu dosis de metadona o de los demás medicamentos que tomas,Habla con tu médico de cabecera para averiguar si necesitas que se modifique tu dosis de metadona o del resto medicamentos que tomas,
Habla con tu médico para averiguar si necesitas que se cambie tu dosis de insulina o de los demás medicamentos que tienes prescritos,Habla con tu médico para averiguar si necesitas que se cambie tu dosis de insulina o del resto medicamentos que tienes prescritos,
"Debido a esto , el premio se repartirá totalmente a las candidaturas seleccionadas en una ceremonia","Debido a esto , el premio se repartirá totalmente a las candidaturas seleccionadas en una ceremonia",
Asistieron unos veintitrés participantes,Asistieron aproximadamente veintitrés participantes,
Las formadoras Ana y Josefa impartirán el temario de Lengua Castellana.,Las formadoras Ana y Josefa impartirán el temario de Lengua Castellana.,
"En consecuencia , el premio se repartirá a las candidatas seleccionadas tras acabar la prueba","En consecuencia , el premio se repartirá a las candidaturas seleccionadas tras acabar la prueba",
Los profesores Hugo y Mateo impartirán el temario de Educación Física.,Los profesores Hugo y Mateo impartirán el temario de Educación Física.,
Los docentes Adolfo y Germán impartirán el temario de Educación Física.,Los docentes Adolfo y Germán impartirán el temario de Educación Física.,
Considerando que debe protegerse eficazmente a los trabajadores del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse eficazmente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
Para solicitar la ayuda uno puede acceder a la documentación de la web,Para solicitar la ayuda se puede acceder a la documentación de la web,
Los profesores Leo y Daniel impartirán el temario de Conocimiento del Medio.,Los profesores Leo y Daniel impartirán el temario de Conocimiento del Medio.,
"No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización del interesado","No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada",
Se contó con la presencia de unos ciento cincuenta participantes,Se contó con la presencia de aproximadamente ciento cincuenta participantes,
Las profesoras María y Carmen impartirán el temario de Física.,Las profesoras María y Carmen impartirán el temario de Física.,
En esa pelea hubo un gran número de agredidas,En esa pelea hubo un gran número de victimas,
Mañana nos mudamos; tengo ganas de conocer a los vecinos,Mañana nos mudamos; tengo ganas de conocer el vecindario,
La iniciativa tiene como objetivo llegar a los alumnos de último semestre,La iniciativa tiene como objetivo llegar a estudiantes de último semestre,
Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y el autor de las encuestas,Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y la autoría de las encuestas,
Los interesados en Tayikistán y Corea pueden leerlo en sus idiomas locales,Las personas interesadas en Tayikistán y Corea pueden leerlo en sus idiomas locales,
"Debido a esto , el premio se entregará a las candidatas seleccionadas en una ceremonia","Debido a esto , el premio se entregará a las candidaturas seleccionadas en una ceremonia",
"De acuerdo con las informaciones anteriores , las alumnas han presentado una queja por las profesoras por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado ha presentado una queja por el profesorado por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.",
"Como consecuencia , la cuantía económica estipulada se repartirá a las candidatas seleccionadas en una ceremonia","Como consecuencia , la cuantía económica estipulada se repartirá a las candidaturas seleccionadas en una ceremonia",
"De acuerdo con las informaciones anteriores , el alumnado ha presentado una queja por el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado ha presentado una queja por el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.",
"En consecuencia , la cuantía económica estipulada se entregará totalmente a las candidatas seleccionadas tras acabar la prueba","En consecuencia , la cuantía económica estipulada se entregará totalmente a las candidaturas seleccionadas tras acabar la prueba",
"Como consecuencia , el premio se repartirá a los candidatos seleccionados tras acabar la prueba","Como consecuencia , el premio se repartirá a las candidaturas seleccionadas tras acabar la prueba",
"Como consecuencia , el premio se entregará totalmente a las candidatas seleccionadas tras acabar la prueba","Como consecuencia , el premio se entregará totalmente a las candidaturas seleccionadas tras acabar la prueba",
las funcionarias son seleccionadas antes del mes que viene,el funcionariado es seleccionado antes del mes que viene,
Bienvenido a la ayuda general del espacio Abierto al Público del Portal ABC,Bienvenidas y bienvenidos a la ayuda general del espacio Abierto al Público del Portal ABC,
Se debería proteger eficazmente al personal del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger eficazmente al personal del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,
Asistieron unos ciento cincuenta participantes,Asistieron aproximadamente ciento cincuenta participantes,
"En consecuencia , el premio se entregará totalmente a los candidatos seleccionados tras acabar la prueba","En consecuencia , el premio se entregará totalmente a las candidaturas seleccionadas tras acabar la prueba",
Tenemos que respetar los muebles de los otros,Tenemos que respetar los muebles ajenos,
las candidatas al premio del año,quienes optan al premio del año,
"Mientras tanto , la espectadora Patricia se levantó de su butaca y se marchó del teatro","Mientras tanto , la espectadora Patricia se levantó de su butaca y se marchó del teatro",
El número de profesores admitidos ha excedido los números anteriores,El número de profesorado admitido ha excedido los números anteriores,
La plataforma virtual favorece la interacción entre las formadoras y los alumnos,La plataforma virtual favorece la interacción entre el profesorado y el alumnado,
Los docentes Martín y Lucas impartirán la asignatura de Lengua Castellana.,Los docentes Martín y Lucas impartirán la asignatura de Lengua Castellana.,
Los docentes Hugo y Mateo impartirán el temario de Física.,Los docentes Hugo y Mateo impartirán el temario de Física.,
Se debe escuchar la opinión de los usuarios de la aplicación,Se debe escuchar la opinión de quienes usan la aplicación,
"Debido a esto , el premio se entregará a los candidatos seleccionados tras acabar la prueba","Debido a esto , el premio se entregará a las candidaturas seleccionadas tras acabar la prueba",
Mientras esté ingresado no debe tomar ninguna medicación que no le sea suministrada por los especialistas de nuestro centro,Mientras esté ingresado no debe tomar ninguna medicación que no le sea suministrada por el personal experto de nuestro centro,
Se debería proteger hábilmente a los trabajadores de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger hábilmente al equipo de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,
Los intermediarios de la venta se ocuparán también de saber si el local tiene las deudas saldadas,Las personas intermediarias de la venta se ocuparán también de saber si el local tiene las deudas saldadas,
De los profesionales experimentados se obtuvieron buenas sugerencias,De profesionales con experiencia se obtuvieron buenas sugerencias,
Los procedimientos para los estudiantes se han visto obligados a cambiar por la nueva normativa,Los procedimientos para estudiantes se han visto obligados a cambiar por la nueva normativa,
Anímate asóciate y colabora con nuestro proyecto,Anímate asóciate y colabora con nuestro proyecto,
Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y el autor de los artículos periodísticos,Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y la autoría de los artículos periodísticos,
Se debería proteger eficazmente a las trabajadoras del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Se debería proteger eficazmente al personal del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
el autor de este ensayo es Jane Austen,la autoría de este ensayo es Jane Austen,
Hay que respetar las propiedades de las demás,Hay que respetar las propiedades del resto,
"En consecuencia , la cuantía económica estipulada se repartirá totalmente a las candidatas seleccionadas tras acabar la prueba","En consecuencia , la cuantía económica estipulada se repartirá totalmente a las candidaturas seleccionadas tras acabar la prueba",
Se entrevistará a los maestros por orden alfabético.,Se entrevistará al profesorado por orden alfabético.,
"De acuerdo con las informaciones anteriores , las alumnas han presentado una queja por las profesoras en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado ha presentado una queja por el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.",
Realizar el conteo de las participantes,Realizar el conteo de las personas que participan,
Se debería proteger competentemente a los trabajadores del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger competentemente al equipo del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,
"Previamente , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación importante de su información sobre el evento.","Previamente , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación importante de su información sobre el evento.",
"En consecuencia , el premio se entregará a las candidatas seleccionadas en una ceremonia","En consecuencia , el premio se entregará a las candidaturas seleccionadas en una ceremonia",
La aplicación y seguimiento de estos principios se basan en el compromiso activo de los directores,La aplicación y seguimiento de estos principios se basan en el compromiso activo de el personal de dirección,
"Mientras tanto , la espectadora Gema se levantó de su butaca y se marchó del teatro","Mientras tanto , la espectadora Gema se levantó de su butaca y se marchó del teatro",
Los docentes Hugo y Mateo impartirán el temario de Conocimiento del Medio.,Los docentes Hugo y Mateo impartirán el temario de Conocimiento del Medio.,
La plataforma virtual favorece la interacción entre los formadores y las alumnas,La plataforma virtual favorece la interacción entre el profesorado y el alumnado,
los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación importante de su situación jurídica.,quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación importante de su situación jurídica.,
"Debido a esto , la cuantía económica estipulada se repartirá a las candidaturas seleccionadas en una ceremonia","Debido a esto , la cuantía económica estipulada se repartirá a las candidaturas seleccionadas en una ceremonia",
Terminé pronto así que pude revisar algunos fichas policiales,Terminé pronto así que pude revisar bastantes fichas policiales,
Con esta charla se mejorará su capacidad para atender amablemente a los pacientes extranjeros,Con esta charla se mejorará su capacidad para atender amablemente a pacientes extranjeros,
Ayer vimos en la fiesta a las médicas y sus mujeres,Ayer vimos en la fiesta al personal médico y sus parejas,
Se debería proteger competentemente a las trabajadoras del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Se debería proteger competentemente al personal del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
Aún no se ha recopilado información suficiente del motivo por el cual algunos tienen enfermedades degenerativas,Aún no se ha recopilado información suficiente del motivo por el cual ciertas personas tienen enfermedades degenerativas,
Siempre dicen que son muy listos,Siempre dicen que son muy inteligentes,
Solo se admiten estudiantes con autorización,Solo se admiten estudiantes con autorización,
Cuando Las beneficiarias de una asignación por invalidez fallezcan sin que se reúnan las condiciones se aplicará el protocolo,Cuando Las personas beneficiarias de una asignación por invalidez fallezcan sin que se reúnan las condiciones se aplicará el protocolo,
"De acuerdo con las informaciones anteriores , las alumnas se han quejado de la actitud de las profesoras por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado se ha quejado de la actitud de el profesorado por las notas. Los representantes estudiantiles son los alumnos Juanju y Javi.",
"Previamente , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.","Previamente , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.",
El reglamento se dirige a los profesionales e investigadores para diagnosticar y evaluar el papel e impacto de los telecentros comunitarios.,El reglamento se dirige al personal profesional investigador para diagnosticar y evaluar el papel e impacto de los telecentros comunitarios.,
"Previamente , los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.","Previamente , quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.",
"Esta tarea crucial , en la que participaron todos los investigadores de la Comisión , ha arrojado varios resultados contradictorios","Esta tarea crucial , en la que participó todo el personal investigador de la Comisión , ha arrojado varios resultados contradictorios",
Se presta apoyo a los estudiantes con dificultades,Se presta apoyo a estudiantes con dificultades,
Tenemos que respetar las creencias de los otros,Tenemos que respetar las creencias ajenas,
¿Cómo cabe esperar que la situación empeore si el personal encargado de maximizar los beneficios apenas tiene en cuenta este aspecto?,¿Cómo cabe esperar que la situación empeore si el personal encargado de maximizar los beneficios apenas tiene en cuenta este aspecto?,
los conferenciantes deberán llegar con media hora de antelación,quienes exponen en la conferencia deberán llegar con media hora de antelación,
Las formadoras Lucía y Sofía impartirán el temario de Conocimiento del Medio.,Las formadoras Lucía y Sofía impartirán el temario de Conocimiento del Medio.,
El tiempo que esté aquí no debe tomar agua que no le sea suministrada por los expertos en este caso,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por el personal especializado en este caso,
Ayer charlé con las personas con filiación al partido.,Ayer charlé con las personas con filiación al partido.,
Habla con tu médico de cabecera para averiguar si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que tienes prescritos,Habla con tu médico de cabecera para averiguar si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que tienes prescritos,
Cada uno de los integrantes deberá solicitar que se expida el certificado correspondiente,Cada integrante deberá solicitar que se expida el certificado correspondiente,
Participaron unos veintitrés asistentes,Participaron al rededor de veintitrés asistentes,
Asistieron unos quinientos participantes,Asistieron aproximadamente quinientos participantes,
Siempre debes hablar con aquel con especialidad en la materia,Siempre debes hablar con la persona especializada en la materia,
"Mediante una orden , la directora del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu.","Mediante una orden , la dirección del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu.",
Cada uno de los integrantes podrá solicitar el justificante de asistencia,Cada integrante podrá solicitar el justificante de asistencia,
Los periódicos podrán hacer difusión sin olvidar nunca la procedencia y el autor de las encuestas,Los periódicos podrán hacer difusión sin olvidar nunca la procedencia y la autoría de las encuestas,
Todas las tituladas deberán salir primero,Las personas con titulación deberán salir primero,
En la mesa redonda intervendrán distintos participantes Dichos ponentes serán especialistas en la materia,En la mesa redonda intervendrán diferentes participantes Tales ponentes serán especialistas en la materia,
Los formadores Fernando y Javier impartirán el temario de Dibujo Técnico.,Los formadores Fernando y Javier impartirán el temario de Dibujo Técnico.,
La normativa está enfocada a los voluntarios y les explicaba sus nuevas responsabilidades,La normativa está enfocada al voluntariado y les explicaba sus nuevas responsabilidades,
Los docentes Hugo y Mateo impartirán el temario de Lengua Castellana.,Los docentes Hugo y Mateo impartirán el temario de Lengua Castellana.,
Los profesores Leo y Daniel impartirán el temario de Ciencias de la Tierra.,Los profesores Leo y Daniel impartirán el temario de Ciencias de la Tierra.,
Debemos velar por la integridad de los alumnos y porque se cumplan los derechos de los mismos,Debemos velar por la integridad del alumnado y porque se cumplan los derechos de este,
"Sin embargo , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la interesada bajo ningún concepto","Sin embargo , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la persona interesada bajo ningún concepto",
"A nivel corporativo , realizamos entrevistas con las encargadas de la preparación y aplicación de los procedimientos","A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y aplicación de los procedimientos",
"Debido a esto , la cuantía económica estipulada podrá asignarse totalmente a las candidatas seleccionadas en una ceremonia","Debido a esto , la cuantía económica estipulada podrá asignarse totalmente a las candidaturas seleccionadas en una ceremonia",
Considerando que debe protegerse competentemente a las trabajadoras del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,Considerando que debe protegerse competentemente al personal del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,
el estudiante debe solicitar los papeles,cada estudiante debe solicitar los papeles,
las abajo firmantes están conformes con lo estipulado en el contrato,quienes firman están conformes con lo estipulado en el contrato,
"Esta tarea crucial , en la que participaron todos los investigadores de la Comisión , ha arrojado varios resultados negativos","Esta tarea crucial , en la que participó todo el personal investigador de la Comisión , ha arrojado varios resultados negativos",
Todos deben enviar su solicitud al Rectorado,Es necesario enviar su solicitud al Rectorado,
Todos tenemos,Cada persona tiene,
Se contó con la presencia de unos quinientos participantes,Se contó con la presencia de quinientos participantes,
El documento se dirigía a los voluntarios y explicaba sus nuevas funciones,El documento se dirigía al voluntariado y explicaba sus nuevas funciones,
El tiempo que esté aquí no debe tomar agua que no le sea suministrada por los especializados en este caso,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por el personal experto en este caso,
Hay que respetar las propiedades de las demás,Hay que respetar las propiedades de la gente,
"En consecuencia , el premio podrá asignarse a las candidatas seleccionadas tras acabar la prueba","En consecuencia , el premio podrá asignarse a las candidaturas seleccionadas tras acabar la prueba",
"Como consecuencia , la cuantía económica estipulada podrá asignarse a los candidatos seleccionados tras acabar la prueba","Como consecuencia , la cuantía económica estipulada podrá asignarse a las candidaturas seleccionadas tras acabar la prueba",
Todas las asistentes recibirán una carpeta con materiales.,Cada asistente recibirán una carpeta con materiales.,
"Como consecuencia , la cuantía económica estipulada se repartirá a los candidatos seleccionados en una ceremonia","Como consecuencia , la cuantía económica estipulada se repartirá a las candidaturas seleccionadas en una ceremonia",
"Si quieres ir a un museo con la clase , vas a tener que avisar a los familiares","Si quieres ir a un museo con la clase , vas a tener que avisar a la familia",
las trabajadoras de la empresa,el personal de la empresa,
"Como consecuencia , la cuantía económica estipulada se entregará a las candidaturas seleccionadas tras acabar la prueba","Como consecuencia , la cuantía económica estipulada se entregará a las candidaturas seleccionadas tras acabar la prueba",
Las páginas web podrán publicar haciendo constar siempre la procedencia y el autor de las encuestas,Las páginas web podrán publicar haciendo constar siempre la procedencia y la autoría de las encuestas,
"De acuerdo con las informaciones anteriores , el alumnado se ha quejado de la actitud de el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado se ha quejado de la actitud de el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.",
"Esta importante tarea , en la que participaron todos los investigadores del departamento , ha arrojado varios resultados negativos","Esta importante tarea , en la que participó todo el personal investigador del departamento , ha arrojado varios resultados negativos",
el estudiante tendrá derecho a revisar su examen.,cualquier estudiante tendrá derecho a revisar su examen.,
Habla con tu médico para ver si necesitas que se modifique tu dosis de metadona o de los demás medicamentos que consumes de manera habitual,Habla con tu médico para ver si necesitas que se modifique tu dosis de metadona o del resto medicamentos que consumes de manera habitual,
"Si el pescador realiza la reclamación , se devolverá el dinero en un corto plazo","Si se realiza la reclamación , se devolverá el dinero en un corto plazo",
"el que tenga prisa , que salga ya","quien tenga prisa , que salga ya",
¿ Cuántos quieres?,¿ Qué cantidad quieres?,
la alumna declara su conformidad con el procesamiento electrónico de sus datos personales.,la alumna declara su conformidad con el procesamiento electrónico de sus datos personales.,
"Cuyo uso hubiera sido cedido a parientes , incluidos los afines","Cuyo uso hubiera sido cedido a parientes , incluyendo afines",
Recibirán una prestación los parados,Recibirán una prestación las personas en paro,
Cada asistente deberá solicitar la documentación actualizada,Cada asistente deberá solicitar la documentación actualizada,
El tiempo que esté aquí no debe tomar ninguna medicación que no le sea suministrada por el personal experto,El tiempo que esté aquí no debe tomar ninguna medicación que no le sea suministrada por el personal experto,
Hay que respetar los discursos de los demás,Hay que respetar los discursos ajenos,
"Entre los años 2000 y 2006 , el número de apuntados del servicio básico de telefonía fija creció al 5% promedio anual.","Entre los años 2000 y 2006 , el número de personas apuntadas del servicio básico de telefonía fija creció al 5% promedio anual.",
los alumnos han presentado una queja por las profesoras en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi.,el alumnado ha presentado una queja por el profesorado en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi.,
las alumnas se han quejado de la actitud de las profesoras en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi.,el alumnado se ha quejado de la actitud de el profesorado en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi.,
el autor de este ensayo es Oscar Wilde,la autoría de este ensayo es Oscar Wilde,
el autor de esta novela es Oscar Wilde,la autoría de esta novela es Oscar Wilde,
Establecer un protocolo de actuación para todos los profesores de manera justa,Establecer un protocolo de actuación para todo el profesorado de manera justa,
Asistieron unos ciento cincuenta asistentes,Asistieron al rededor de ciento cincuenta asistentes,
¿ Cuántos helados quieres?,¿ Cuántos helados quieres?,
Los profesores Alejandro y Manuel impartirán el temario de Ciencias de la Tierra.,Los profesores Alejandro y Manuel impartirán el temario de Ciencias de la Tierra.,
"Debido a esto , el premio podrá asignarse totalmente a las candidatas seleccionadas tras acabar la prueba","Debido a esto , el premio podrá asignarse totalmente a las candidaturas seleccionadas tras acabar la prueba",
"Debido a esto , la cuantía económica estipulada se entregará a los candidatos seleccionados en una ceremonia","Debido a esto , la cuantía económica estipulada se entregará a las candidaturas seleccionadas en una ceremonia",
No es exagerado decir que carga con una larga historia de mala fama entre los electores y la opinión pública,No es exagerado decir que carga con una larga historia de mala fama entre el electorado y la opinión pública,
"Sabed que estoy empezando a dejar de ser tan infantil , soy más autónoma y quiero que me deis más responsabilidades","Sabed que estoy empezando a dejar de ser tan infantil , soy más autónoma y quiero que me deis más responsabilidades",
Considerando que debe protegerse competentemente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse competentemente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
El número de los formadores admitidos ha sido menor que en otras ocasiones,El número de docentes admitidos ha sido menor que en otras ocasiones,
